Target Item value
у.е.
это цена в у.е.
открывать
во сколько открывается Третьяковская галерея?
перерыв на обед
экскурсия
заказать
можно заказать экскурсию по музею?
регистрация
конечно, у меня есть регистрация
медведь
а где русские медведи?
доброе утро
добрый день
добрый вечер
хорошего дня
спокойной ночи
до свидания
утром
днём
в обед
вечером
ночью
сколько лет, сколько зим!
давай тусоваться!
познакомьтесь, это наш друг Роб
приятно познакомиться
вы к нам надолго?
перейдём на «ты»?
ну, за знакомство!
расскажи о себе
нравиться
мне у вас очень нравится
стол
все за стол!
за здоровье!
закусывать
после первой не закусывают!
мне нравится ваш акцент
ты со мной говоришь?
лопнуть
я сейчас лопну от смеха!
наливать
Робу больше не наливать!
душа
душевно
душевно посидели!
похмелье
у меня ужасное похмелье
раскалывать
у меня голова раскалывается!
до скорого!
что ты делаешь на выходных?
делать
никакой
пока никаких планов
шашлыки
мы едем на шашлыки
дача
друзья
мы едем к друзьям на дачу
можно с вами?
заехать
мы за тобой заедем в десять утра
смотреть
проспать
смотри, не проспи!
что взять с собой?
по дороге
мы всё купим по дороге
готов
ты ещё не готов?!
кажется
ждать
кажется, нас не ждали
опоздание
извините за опоздание
штраф
штрафная
вам штрафную
спасибо, что заехали!
гостиница
квартира
остановиться
вы остановились в гостинице или на квартире?
забронировать
номер
одноместный
двухместный
мы забронировали двухместный номер
ваш паспорт, пожалуйста
этаж
ваш номер на десятом этаже
лифт
лифт не работает
лестница
поднимитесь по лестнице
кровать
спать
односпальная кровать
двуспальная кровать
нам нужна двуспальная кровать, а не две односпальные!
ресепшен
вещи
можно оставить вещи на ресепшене?
у вас много вещей?
чемодан
сумка
у нас один чемодан и две сумки
ключ
потерять
я потерял ключ от номера
забыть
я забыл ключ в номере
попросить
телефон
зарядка для телефона
у вас есть зарядка для телефона?
вид
парк
этот номер с видом на парк?
завтрак
включить
завтрак включён?
мне завтрак в номер, пожалуйста
душ
у нас не работает душ
горячая вода
у нас нет горячей воды
закрывать
дверь
в туалете не закрывается дверь!
соседи
издавать
звук
мои соседи издают странные звуки
что здесь происходит?
перестать
кричать
перестаньте кричать!
дайте поспать!
разобраться
я прошу вас разобраться с этим
слишком
в номере слишком холодно
ну это уж слишком!
отопление
как включить отопление?
наконец-то!
не беспокоить
вам хорошо спалось?
да, мы прекрасно выспались
багаж
портье
горничная
полотенце
простыня
одеяло
подушка
халат
мыло
шампунь
зубная паста
зубная щётка
зарплата
сегодня зарплата!
давай пройдёмся по магазинам
совершенно
одеть
мне совершенно нечего одеть
одежда
магазин одежды
носить
что сейчас носят?
заглянуть
заглянем в этот магазин?
распродажа
торговый центр
ГУМ
ГУМ – один из первых торговых центров в России
ЦУМ
правда
это правда, что ЦУМ очень дорогой?
примерять
платье
можно примерить?
размер
какой ваш размер?
отлично!
на вас отлично сидит
лицо
к лицу
цвет
красный цвет вам к лицу
попроще
можно что-нибудь попроще?
крик
мода
это последний крик моды
шуба
сколько стоит эта шуба?
с ума сойти!
прикольный
ботинки
прикольные ботинки!
жать
они жмут
у вас есть на размер больше?
впору
эти ботинки мне впору
такой же
только
у вас есть такие же, только зелёные?
тебе очень идёт
я хочу купить всё!
держать
держи себя в руках!
бросать
ветер
не бросай деньги на ветер!
беру!
касса
пройдите на кассу
тысяча
с вас семнадцать тысяч рублей
скидка
можно мне скидку?
процент
скидка двадцать пять процентов
сдача
сдачи не надо
ваш чек!
вам нужен пакет?
можно у тебя занять денег?
аксесуары
шляпа
обувь
рубашка
футболка
пиджак
пальто
брюки
шорты
юбка
нижнее бельё
лифчик
трусы
трусики
добраться
как добраться в центр города?
станция
где ближайшая станция метро?
маршрут
маршрутка
сесть на маршрутку
нужно сесть на маршрутку номер семь
следующий
остановить
остановка
остановите на следующей остановке
сесть на метро
подземный переход
где вход в метро?
вход в метро через подземный переход
карта
где карта московского метро?
голова
сломать
можно голову сломать!
это очередь за билетами?
проездной
мне десять поездок, пожалуйста
бегать
эскалатор
не бегайте по эскалатору!
ветка
пересесть
вам нужно пересесть на другую ветку
кольцевая ветка
сделайте пересадку на кольцевой
где переход на станцию Тверская?
осторожно
осторожно, двери закрываются!
поезд
в сторону
это поезд в сторону центра?
тот
не тот
мы сели не в тот поезд!
какая следующая станция?
перепутать
я перепутала станции
выходить
извините, вы выходите на следующей?
через
нет, мы выходим через три остановки
можно пройти?
тесно
здесь слишком тесно
сельдь
бочка
как сельди в бочке
не толкайтесь!
уступить
уступите бабушке место!
наступить
нога
вы наступили мне на ногу!
дайте выйти!
пик
час пик
избегать
избегайте метро в час пик!
лучше
взять такси
лучше взять такси
работа
ходить на работу
рабочий
безработный
устроиться
устроиться на работу
я хочу устроиться на новую работу
резюме
отправить
я уже отправил им моё резюме
собеседование
у меня собеседование на следующей неделе
как прошло твоё собеседование?
меня взяли на работу!
мечта
это работа моей мечты!
подписать
ты уже подписала контракт?
офис
наш офис в самом центре
рабочий день
ты работаешь полный рабочий день?
рабочее время
петь
у нас нельзя петь в рабочее время
лошадь
я работаю как лошадь
вкалывать
я вкалываю без выходных
гроши
а платят мне гроши
прибавка
попроси прибавку к зарплате
повышение
мой муж пошёл на повышение
начальник
дурак
мой начальник дурак
принимать
сердце
не принимай близко к сердцу!
сотрудник
ценный
вы наш самый ценный сотрудник
собака
дело
я съел собаку в этом деле
раб
галера
работаю как раб на галерах
всё надоело!
отпуск
срочно
мне срочно нужно в отпуск
я хочу работать на дому
увольняться
желание
я увольняюсь по собственному желанию
теперь я сам себе начальник!
волк
лес
убежать
работа не волк, в лес не убежит
пожарный
медбрат; медсестра
врач
фотограф
писатель; писательница
режиссёр
актёр; актриса
повар
архитектор
ветеринар
учитель; учительница
дизайнер
психолог
адвокат
политик
полицейский
свидание
пригласить
постесняться
он постеснялся пригласить меня на свидание
засматриваться
он на тебя засматривается
девушка, можно ваш номер телефона?
вы есть на Фейсбуке?
нет, я только в Вконтакте
может, сходим куда-нибудь вечером?
кино
пойдём в кино!
встречаться
встречаемся в семь у Пушкина
поцелуй
поцеловать
можно тебя поцеловать?
всего
всего один поцелуй!
признаться
я хочу тебе кое в чём признаться
я тебя люблю
влюбиться
ухо
по уши
я по уши влюбился
я тоже от тебя без ума
ты с кем-нибудь встречаешься?
парень
пара
они прекрасная пара
у них что-то не ладится
изменять
таксист
она изменяет ему с таксистом
ревновать
она его ревнует
постоянно
ссориться
они постоянно ссорятся
он её бросил
скучать
я по тебе скучаю
хватать
мне тебя не хватает
помириться
они помирились!
снова
вместе
они снова вместе
зло
любовь зла
предложение
она сделала ему предложение
пожениться
давай поженимся
отношения
свободные отношения
я предпочитаю свободные отношения
свадьба
а как же свадьба?
привлекательный
отвратительный
заботливый
эгоист
общительный
замкнутый
решительный
весёлый
зануда
честный
обманщик
ревнивый
нежный
милый
поезд
автобус
железная дорога
станция
железнодорожная станция
город
центр
центр города
площадь
Красная площадь
парк
бар
театр
библиотека
иностранец; иностранка
карта
путеводитель
идти
ехать
найти
потеряться
растерянный
вон там
куда
где железнодорожная станция?
парк вон там
у нас проблема
у тебя есть карта?
мы потерялись
я иностранец
я немного растерян
куда ты идёшь?
она идёт в бар
я хочу найти театр
наличные
кредитная карта
чаевые
красное вино
белое вино
ужин
ужинать
обед
обедать
завтрак
завтракать
принимать
ещё
больше
меньше
мы бы хотели что-нибудь поесть, пожалуйста
я бы хотел позавтракать, пожалуйста
можно мне счёт, пожалуйста?
у меня нет наличных
вы принимаете карты?
смотреть
примерить
дорогой
дороже
дешёвый
дешевле
действительно
вот этот
вон тот
мне нужна новая шапка
посмотри на это
можно ли ...?
можно ли примерить вот это?
это действительно дорого
вот этот дешевле
вон тот вообще-то больше
вопрос
улица
угол
здание
повернуть
следовать
остановиться
спрашивать
задать
задать вопрос
находиться
направо
налево
прямо
быстрый
быстро
медленный
медленнее
помедленнее
можно задать вопрос?
он находится на этой улице
поверните налево
вы слишком быстро говорите
говорите помедленнее, пожалуйста
мир
страна
столица
флаг
Соединённое Королевство
Германия
Италия
Испания
Франция
Япония
Китай
Египет
Индия
Канада
Норвегия
Швеция
Корея
Шотландия
журналист; журналистка
врач
зубной врач
учитель; учительница
писатель; писательница
профессор
студент; студентка
психолог
адвокат
юрист
художник; художница
официант
официантка
господин
госпожа
галстук
голова
волосы
глаз
нос
рот
ухо
уши
зуб
очки
история
надевать
блондин
рыжий
седой
иногда
каждый
иногда она надевает красное платье
она блондинка
у неё карие глаза и седые волосы
я журналист
я пишу истории каждый день
тело
живот
рука
нога
стопа
палец
шея
колено
запястье
лодыжка
локоть
плечо
грудь
ребро
сердце
чрезвычайный
ситуация
чрезвычайная ситуация
боль
боль в животе
головная боль
инфекция
простуда
температура
лекарство
бумага
туалет
туалетная бумага
чувствовать
болеть
рвать
истекать кровью
считать
скорее
пойти на приём
это чрезвычайная ситуация
я плохо себя чувствую
болит
у меня болит живот
тебе нужно к врачу
врач считает, ему нужно лекарство
выздоравливай скорее!
дама
дамы и господа ...
жили-были ...
долго
... и жили они долго и счастливо
боже мой!
жизнь
смерть
никогда в жизни!
какой-то
род
в каком-то роде
ладно
да ладно!
блин!
осторожно!
комната
кухня
спальня
ванная
гостиная
гость; гостья
гостевая комната
наверху
внизу
рядом с
между
где туалет?
он между кухней и гостиной
подарок
дарить
кольцо
серьги
бусы
браслет
часы
игрушка
видеоигра
цветок
объятие
обнимать
поцелуй
целовать
мобильный телефон
для него
для них
уже
но
ещё один
обними меня
мне нужно купить подарок для моей мамы
моя мама тоже хочет часы
у меня уже есть телефон
моему сыну не нужна ещё одна видеоигра
у него уже есть телефон, но он хочет новый
метр
сантиметр
километр
грамм
килограмм
тонна
рост
весить
чем
в метре сто сантиметров
в килограмме тысяча граммов
она весит шестьдесят килограммов
я вешу на три килограмма больше, чем нужно
его рост один метр семьдесят пять сантиметров
это весит тонну!
музей
церковь
гостиница
спортзал
мост
кинотеатр
повторять
я мог бы
близко
недалеко
отсюда
далеко
вот тут
есть ли недалеко отсюда музей?
спортзал вот тут
гостиница вон там
мост очень близко
кинотеатр далеко
библиотека недалеко от бара
повторите это, пожалуйста
не могли бы вы отвезти меня в эту гостиницу, пожалуйста?
сад
детский сад
университет
учиться
его  (ему; им; нём)
её  (ей; ней)
наш  (наша; наше; наши)
ваш  (ваша; ваше; ваши)
кто этот мальчик?
мой брат учится в университете
моя дочь ходит в детский сад
искусство
музыка
география
математика
физика
химия
литература
язык
газета
журнал
новости
вид спорта
фильм
телевизор
шоу
телешоу
делать
читать
любить
ненавидеть
увлекаться
интересовать
что ему нравится делать?
чем ты увлекаешься?
он ненавидит читать газету
ты увлекаешься искусством?
его интересуют языки
моя девушка ненавидит искусство и музыку
наша мама всегда смотрит новости
скорая помощь
полиция
звонить
вызывать
сломанный
будь здоров!
где болит?
вызови скорую помощь
у меня болит рука
врач считает, твоя нога сломана
будь осторожен
классно!
это фигово!
подождать
подожди минуту
слава
слава богу!
праздник
с праздниками!
Новый год
Рождество
с Рождеством!
виза
посадочный талон
паспорт
билет
аэропорт
терминал
багаж
чемодан
путешествовать
посетить
навестить
предъявить
поймать
тяжёлый
лёгкий
какой город нам нужно посетить?
тебе нужны билет и виза
тебе нужно предъявить паспорт в аэропорту
нам нужно поймать такси
мой багаж слишком тяжелый
утро
вечер
ночь
вчера
сегодня
сегодня днём
сегодня вечером
завтра
ранний
поздний
танцевать
плавать
пойти плавать
прогулка
пойти на прогулку
пойти на обед
пойти на ужин
что ты хочешь сегодня делать?
я хочу пойти поплавать сегодня днём
спать
пойти домой
бегать
пробежка
пойти на пробежку
собираться
ты хочешь пойти на прогулку?
мы собираемся пойти на пробежку завтра вечером
первый
второй
третий
четвёртый
пятый
шестой
седьмой
восьмой
девятый
десятый
январь
февраль
март
апрель
май
июнь
июль
август
сентябрь
октябрь
ноябрь
декабрь
дата
сейчас июль
число
какое сегодня число?
сегодня второе января
доллар
рубль
копейка
стоить
бесплатный
на себя
от себя
сколько это стоит?
это стоит четыре доллара
деньги
скидка
сделка
предложение
я могу
я не могу
брать в долг
сделать ... предложение
заключать
заключать сделку
тратить
достаточно
недостаточно
нельзя
давать
в книжном магазине скидки
давай, давай, давай!
у меня недостаточно денег
давайте я сделаю вам предложение
это очень хорошее предложение
у неё слишком много денег
нам нельзя тратить все наши деньги
тебе нельзя тратить свои деньги на конфеты
это бесплатно!
мебель
стул
диван
шкаф
книжный шкаф
кровать
холодильник
морозильник
духовка
комод
платяной шкаф
подушка
одеяло
дверь
окно
пол
этаж
потолок
стена
крыша
зеркало
лампа
ключ
ручка
карандаш
блокнот
ноутбук
камера
фотоаппарат
под
ты знаешь, где мои ключи?
твои ключи под диваном
сколько стульев в гостиной?
сколько в холодильнике молока?
самолёт
рейс
корабль
лодка
гора
море
пляж
озеро
лететь
задержан
вовремя
нам нужно лететь в Японию сегодня вечером
рейс задержан
мы идём к горе
план
попкорн
пойти
ребята
позже
или как?
ребята, у вас позже есть какие-нибудь планы?
мы с моей мамой собираемся посмотреть моё любимое телешоу
мы с друзьями собираемся пойти выпить
ты хочешь пойти?
ты хочешь пойти или как?
разобраться
я с этим разобрался
невероятно!
увы!
играть
игра
играть в игру
может быть
вместо
другой
остальные
я буду
я сделаю
я пойду
что остальные будут делать сегодня днём?
может быть они пойдут в театр
мы пойдём на рынок и в бар
хотят ли остальные пойти на пляж сегодня днём?
я думаю, они пойдут за покупками вместо этого
одна тысяча
две тысячи
две тысячи первый
две тысячи семнадцатый
одна тысяча девятьсот сорок пятый
четверть
сейчас без четверти час
сколько идёт фильм?
два часа двадцать минут пять секунд
спектакль
вечеринка
клуб
я бы очень хотел
вставать
проводить время
никто
все
кто-то
со мной
с тобой
он хочет посмотреть мир
ты хочешь пойти со мной на вечеринку?
я бы очень хотел, но мне нужно завтра рано вставать
я ничего не хочу делать
никто не хочет проводить со мной время
почему бы нет?
будет
на работе
в школе
дома
весна
лето
осень
зима
следующий
вернуться
скоро
до
после
ты вернёшься до или после ужина?
я буду дома в четыре часа
меня не будет завтра в школе
мы собираемся поехать в Россию летом
с кем ты собираешься поехать?
она поедет в Англию следующей зимой
сочинение
письмо
посылка
получить
оставаться
мыть
мыть посуду
стирка
делать уборку
чистый
грязный
помогать
поэтому
он хочет побыть один
он устал, поэтому он хочет остаться дома
хочешь мне помочь?
мне нужно написать сочинение
я ненавижу стирку
путешествие
поездка
путь
уходить
уезжать
прибывать
оставлять
без присмотра
это долгое путешествие
счастливого пути!
не оставляйте сумки без присмотра
понедельник
вторник
среда
четверг
пятница
суббота
воскресенье
день рождения
отдохнуть
напиться
значит ...
какой сегодня день недели?
сегодня понедельник, значит завтра вторник
мы могли бы отдохнуть сегодня
когда у неё день рождения?
у неё день рождения третьего февраля
с днём рождения!
увлекательный
смешной
я был
это было
мы были
это было бы отлично!
ты собираешься смотреть фильм сегодня вечером?
скучный
мы могли бы пойти в кино
он собирается пойти в музей сегодня днём
когда ты собираешься уезжать?
образование
карьера
душ
принимать душ
проспать
надеяться
добиться
затем
что тебе нравится делать утром?
мне нравится ходить на пробежку, а затем принимать душ
чего ты хочешь добиться в жизни?
хочет ли твоя дочь получить образование?
я надеюсь
прошлый
прошлой ночью
вчера вечером
на два месяца
назад
три недели назад
я помог
я ждал
описаться в кровати
мы ждали две недели
он хотел синий поезд
мы уже задали ему тот вопрос
я учился в Японии два месяца
я описался в кровати прошлой ночью
они съездили в Германию на прошлой неделе
они жили в Китае восемь лет
я любила его
кто съел мой торт?
он очень хорошо говорил по-английски
мы выпили слишком много пива вчера вечером
он купил ту машину двадцать лет назад
мы поехали на такси
я написал книгу два года назад
вчера вечером они ужинали в русском ресторане
я думал, ты учился в университете
они с нами не ужинали
вчера они приготовили большой торт для тебя
мы спали в поезде, потому что у нас не было денег на гостиницу
мой брат всегда ходил на пробежку по утрам
я знал, что ты недостаточно поел
я видел её вчера в библиотеке
ты познакомился с ним в клубе две недели назад
мой сын сильно напился вчера вечером
мы приехали в эту страну много лет назад
разговор
тема
цель
отношения
погода
политика
техника
любовь
личный
личная жизнь
наука
рассказывать
о  (об)
рассказывать о ...
поговорить о ...
француз; француженка
свой  (своя; своё; свои)
мы всегда можем поговорить о погоде
французы любят говорить о еде
хочешь поговорить о своём здоровье?
я не хочу говорить о своей личной жизни
расскажи мне о своих интересах
преступление
наказание
культура
спор
разозлить ...
интересный
смущать
преступление и наказание - всегда интересные темы
разговоры об отношениях смущают его
мой папа ничего не понимает в технике
смысл
какой в этом смысл?
понятно?
бессмысленно
это было бессмысленно
ум
что у тебя на уме?
сойти
ты с ума сошёл?
нетерпение
знакомство
с нетерпением ждать ...
мы с нетерпением ждём встречи с тобой
мы с нетерпением ждём знакомства с тобой
дурак; дура
не будь таким дураком!
серьёзный
серьёзно?
спокойный
успокойся
замолчи
футбол
бадминтон
баскетбол
хоккей
гольф
гимнастика
теннис
ловить рыбу
рыбалка
фигурное катание
катание на лыжах
гонка
жанр
триллер
документальный фильм
комедия
художественная литература
драма
садоводство
компьютер
петь
пение
предпочитать
индийский
европейский
японский
китайский
твоей подруге нравятся комедии?
она предпочитает триллеры
ей нравится играть в бадминтон, но она предпочитает теннис
какой жанр фильмов предпочитает твой друг?
мне нравится драма, но я предпочитаю комедии
продолжать
уйти на пенсию
увольняться
ехать кататься на лыжах
за границей
ехать за границу
до сих пор
неплохой
примерно
вместе
обычно
по
по понедельникам
через
через два часа
расскажи мне о своей семье
обычно мы ездим за границу зимой
у неё была прекрасная карьера пять лет назад
мои родители уйдут на пенсию примерно через три года
мои дедушка и бабушка до сих пор ездят кататься на лыжах
мы продолжаем вместе играть в бадминтон по средам
север
юг
восток
запад
Америка
Северная Америка
Южная Америка
Европа
Африка
Азия
Австралия
Антарктика
отпуск
место
впечатление
фестиваль
поездка на автобусе
хостел
экскурсовод
парашютный спорт
ходить в поход
замечательный
знаменитый
самый смешной
страшный
самый страшный
странный
самый странный
плохой
хуже
худший
лучше
лучший
определённо
пройти
как прошёл твой отпуск?
почему ты поехал в Европу?
... потому что это очень интересное место
какое впечатление у тебя было самым ярким?
нам очень понравился парашютный спорт
индийский ресторан определённо был лучшим
президент
министр
премьер-министр
король
королева
царь
царица
политик
правительство
лидер
власть
партия
социалистический
социалист; социалистка
консервативный
республиканский
республиканец; республиканка
демократический
демократ; демократка
коммунистический
коммунист; коммунистка
Республиканская партия
Демократическая партия
Дума
великолепный
кто был первым президентом Соединённых Штатов?
есть ли в России царь?
в России нет царя
Демократическая партия достаточно большая
Президент - великолепный лидер
уверенный
ты уверен?
окончательный
это моё окончательное предложение
договорились!
шаг
каким будет наш следующий шаг?
в каком смысле?
простой
это не так просто
сложный
насколько
насколько сложно это может быть?
мнение
какое у тебя мнение?
дело
это не твоё дело
шутка
велосипед
уметь хорошо ...
плохо уметь ...
ехать на велосипеде
инструмент
гитара
играть на гитаре
пианино
играть на пианино
краска
готовить
нарисовать
слушать
иностранный
опасный
пример
например
например, у них способности к математике
они хорошо умеют играть на пианино
она плохо умеет играть на гитаре
у неё особенные способности к пению
я особенно плохо умею рассказывать анекдоты
я думаю, математика сложна
фотография
картина
видео
деревня
остров
буфет
услышать
показывать
не нужно, пожалуйста ...
удалённый
труднодоступный
невероятный
опять
эти
те
ребята, хотите посмотреть наши фотографии?
это моя фотография
мы ездили в удалённую деревню
я хочу опять услышать ту историю
покажи нам опять то видео
не нужно, пожалуйста, опять показывать нам те фотографии
война
дискуссия
закон
государство
экономика
налоги
армия
военные власти
генерал
солдат
народ
обещание
обещать
изменить
понизить
поднять
контролировать
вечно
народ хочет мира
политики вечно обещают изменить закон
вообще-то политики ничего не контролируют
небо
луна
солнце
солнечно
дождь
дождь идёт
дождевик
снег
снег идёт
снеговик
слепить
градус
купальник
одеть ...
снять ...
закончиться ...
влажный
сухой
холодно
жарко
на улице
идти на улицу
идти внутрь
если
тогда
ты промокнешь
если идёт дождь, ты промокнешь
мне слишком жарко
тогда сними своё пальто
если идёт снег, мы можем слепить снеговика
дождь закончился, поэтому мы пошли на улицу
команда
игрок
менеджер
стадион
век
матч
кубок мира
гол
самый большой
игрок матча
стать
талантливый
развлекательный
популярный
баскетбол - самый популярный вид спорта
это матч века
он очень талантливый игрок
он стал игроком матча
он - игрок года
это самый большой стадион в Европе
гола не было!
теперь
момент
в данный момент ...
новичок
везти
новичкам везёт
слона-то я и не приметил!
картинка
как с картинки
капля
как две капли воды
в мгновение ока
ни ..., ни ...
пух
перо
ни пуха, ни пера!
заболевание
порез
инфаркт
грипп
лежать
лечь
присесть
сесть
стоять
встать
выздороветь
умереть
редкий
распространённый
беременный
пострадавший
повреждение
мёртвый
пожалуйста, присядьте
мне нужно осмотреть вашу грудь
у вас редкое заболевание
ваша жена беременна
вы не умрёте
бизнес
в молодости
учить
успешный
раньше
... а теперь нет
мы раньше жили за границей
у нас был свой бизнес, а теперь нет
мои бабушка и дедушка ездили в Африку в молодости
раньше мы жили в Америке, но переехали
природа
лес
тропический лес
джунгли
вертолёт
перерыв
рюкзак
спальный мешок
зубная щётка
мороженое
берег
уронить
бояться
смеяться
плакать
принести
просыпаться
выбрать
взбираться
чинить
спящий
удивлённый
разочарованный
взволнованный
испуганный
восторженный
нервничать
вдруг
около
над
